Smell_Source	Smell_Word	Quality	Sentence	Year	Book
of tobacco	smell	overhanging	These were not inhabited , for the servants had their own quarters in the western wing ; a bit of eccentric building , which had been thrown out long after the original structure , and gave to the old mansion , from the back view , a comical lopsided appearance ; and when the rest of the house was filled , the bachelors were sent to what was knoAvn as the Barracks , or the Kennel , a series of jolly little rooms shut out from the respectable portion of the building by a long passage , where they kept up their OAvn fun till a very late hour of the night , where there was always an overhanging smell of tobacco , and whence , in the early mornings , there came such a roaring and clanging of shower - baths , and such a sound of hissing and sluicing and splashing , that you might ha \ * e fancied yourself in the vicinity of an army of Tritons .	1865	bl602694
of tobacco tobacco smoke	smell		I think she really believed what he had said ; and was quite surprised when , after ascending a rather tall flight of stairs , and passing several doors , numbered and named , with knockers and bells to them , he ushered her into his own apartments , and she found herself in a most comfortably and prettily furnished room , hung with pictures and strewn with ornaments , and only wanting to be purified from its smell of tobacco tobacco smoke , and cleared of a few French novels , GABRIEL .	1865	bl602696
of the tobacco	smell		didn ' t ought , arter their conduct ! But they ' ll sAving for it â   ' see if they don ' t & # 34 ; ' Spose they said a quiet - looking man reflectively ; there ' ll be summut to see She tried to go to sleep , but the noise downstairs prevented her , and the smell of the tobacco made her cough dreadfully .	1865	bl602709
tobacco|Indian millet|the melon|vine|olive|pomegranate|fig|mulberry|cucumber|palm|numerous|shrubs	aromatic|aromatic	aromatic|aromatic	Wheat and barley are the principal principal cereals cultivated , and yield excellent crops ; tobacco , Indian millet , the melon , vine , olive , pomegranate , fig , mulberry , cucumber , kc , are largely grown ; and there are various species of palm , and numerous fine aromatic shrubs .	1862	bl602746
of tobacco|tobacco	smell	very bad	In the grate , even on this hot day , smouldered a fire , and on the hob was an old clay pipe , which had but just been laid down apparently , for the room was redolent of the smell of tobacco , and very bad tobacco .	1861	bl602747
the sheep ' s wool|of tobacco	smelling		I am sorry I left my letter out to go this morning , for Aunt AiUe says it k very undutEE to say anything anything about the sheep ' s wool in Eussia smelling of tobacco .	1865	bl602785
the smoke of their pipes|of tobacco	puffing|odour	offensive	The instances commemorative of that supposition are three in number , and are certainly as damnatory if true as any events of a similar nature that are to be found in our own or in foreign histories â   to wit , that of a soldier spitting unre - buked in his face as he left the court on the day of his condemnation condemnation ; that of other soldiers ( and they belonging to his own guard ) intruding into his bedroom on the same day , and puffing the smoke of their pipes ( it being well known how offensive the odour of tobacco was to the fallen monarch ) into his face ; and that 252 THE IRONSIDES .	1860	bl602788
the tobacco of Gapan|its|of	aroma	fine	General opinion prefers the tobacco of Gapan , but that of the Pasy districts , Laglag and Lambunao , in Iloilo , of Maasin or Leyte , is appreciated for its fine aroma ; also that of Cagayan , after being kept for some years , â    â   for otherwise , like the tobacco of the island of Negros , it burns the mouth .	1859	bl602809
fumes|fumes of stale tobacco and wet pilot - cloth	reeking|fumes|fumes		What a landing it was ! And what a sloppy , slippery , unseemly shore ! Up the dripping stairs , forcing their way among thronging porters , and amphibious bipeds reeking with the fumes of stale tobacco and wet pilot - cloth , the voyagers ( with the recollections of the fresh upon them ) made their way as best they might to such comforts as a Portsmouth inn could give them .	1863	bl602836
of tobacco smoke and whisky	fumes		Ross , have brought me the money ; I ' m devUish hard up at present He ushered them in to a long , low room , that was in the most wretched state of untidiness possible ; the grate was so choked with cinders that the fire was smoking and strugghng for existence , giving out no look of either comfort comfort or cheerfulness ; the room was redolent of the fumes of tobacco smoke and whisky ; NEIGHBOURS AND FRIENDS .	1868	bl602847
with stale rum and tobacco	scented		Mary could as soon cast off her fair , soft skin , and assume the hide of a fishwoman , as shake off all her present delicate habits and associations , to become the hostess of drunken , fourth - rate mates , and sea - captains scented with stale rum and tobacco .	1865	bl602851
of tobacco	smell		Yet the good old mountain was civil , for we were not blown into the air , to be a warning to all people picnicing in high places ; but when we had eaten and drunk , and all the ladies had separately and collectively declared that they were so fond of the smell of tobacco in the open air , we followed the Doctor , who led the way to the summit of the hill .	1860	bl602883
of tobacco	smell	overhanging	These were not inhabited , for the servants had their own quarters in the Avestern wing ; a bit of eccentric budding , which had been throAvn out long after the original structure , structure , and gave to the old mansion , from the back view , a comical lopsided appearance ; and when the rest of the house was filled , the bachelors were sent to ivhat Avas known as the Barracks , or the Kennel , a series of jolly little rooms shut out from the respectable portion of the budding by a long passage , ivhere they kept up their oivn ftui till a very late hour of the night , ivhere there was always always an overhanging smell of tobacco , and whence , in the early mornings , there came such a roarin stand stand clanging of shoiA - er - baths , and such a sound of hissing and sluicing and splashing , that you mio - ht MISS LEXDEN ON MATRIMONY .	1864	bl602909
of stale tobacco - smoke	odour	strong	There was a closeness closeness about tbe room ; entering it , you felt a strong desire to throw open the windows ; the odour of stale tobacco - smoke was strong ; a dull fire burned in the grate ; a tall , untidy man in a dull red flannel shirt was on his knees before it , toasting a red herring â   a tall , swarthy , muscular man , with a full jaw , rolling black eyes , and a scowling forehead .	1863	bl602930
of tobacco|ADVENTURES	smelling		This , of course , involves stopping out very late , and going home , at unseemly hours , smelling of tobacco , and D D TEE ADVENTURES OF MR .	1860	bl602935
a pipe J of strong tobacco	whiffing		and sitting upright and stately , with a good - natured face , ever rea - dily lighted up into a smile as they return the customary Alolia , \ â   something like our ' how - do - you - do ' style of salutation For 1 horse - riding and card - playing they have quite a mania , and both habits are strongly indicative of their disposition to idleness ; j many are excellent horsemen , and both men and women play an excellent game at whist ; they will sit silently playing for hours i together , squatted upon a mat , and occasionally whiffing a pipe J of strong tobacco .	1860	bl602973
from a pipe of Latakia tobacco	whiffs		Smokers will tell you that , in order to its full enjoyment , enjoyment , it must be sipped betw7een whiffs from a pipe of Latakia tobacco .	1868	bl605002
